20121230 14:32:11	pview	share4x	1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com	, Indonesian Rock'N Metal Info!	http://1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com/sg	2a8cb5d16755a60c959ef24b05f6d2fa	Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0 AlexaToolbar/alxf-2.17	64D3AA0AB0FDDF500D08C172028A3B23	180.254.77.65	googleads.g.doubleclick.net	pagead/ads?client=ca-pub-6258277670464491&output=html&h=250&slotname=5279335794&w=300&lmt=1356877917&host=pub-1556223355139109&flash=11.5.502&url=http://1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com/b/post-preview?token=ilrx7TsBAAA.2iQCoTpPiZwGRHXnC31hnw.JON5xbE6PirUk6Jd6PvsFA&postId=1655085255604663620&type=POST&dt=1356877918539&bpp=3&shv=r20121206&jsv=r20121214&prev_slotnames=8232802190,3802602590&correlator=1356877918316&frm=20&adk=1280821809&ga_vid=1151020276.1356856720&ga_sid=1356877808&ga_hid=793336807&ga_fc=1&u_tz=420&u_his=4&u_java=0&u_h=768&u_w=1366&u_ah=738&u_aw=1366&u_cd=24&u_nplug=28&u_nmime=126&dff=arial&dfs=12&adx=797&ady=586&biw=1349&bih=547&oid=3&ref=http://www.blogger.com/blogger.g?blogID=1582727630524521562&fu=0&ifi=3&dtd=474&xpc=AYiY5f4REA&p=http://1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com	pview_others	{}	\N	\N
20121230 14:35:03	pview	share4x	1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com	, Indonesian Rock'N Metal Info!	http://1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com/sg	2a8cb5d16755a60c959ef24b05f6d2fa	Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0 AlexaToolbar/alxf-2.17	64D3AA0AB0FDDF500D08C172028A3B23	180.254.77.65	googleads.g.doubleclick.net	pagead/ads?client=ca-pub-6258277670464491&output=html&h=250&slotname=5279335794&w=300&lmt=1356878089&host=pub-1556223355139109&flash=11.5.502&url=http://1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com/b/post-preview?token=zPvz7TsBAAA.2iQCoTpPiZwGRHXnC31hnw.u_SCOg94lcezAK2hnLmkDA&postId=1655085255604663620&type=POST&dt=1356878091309&bpp=2&shv=r20121206&jsv=r20121214&prev_slotnames=8232802190,3802602590&correlator=1356878090279&frm=20&adk=1280821809&ga_vid=1151020276.1356856720&ga_sid=1356877808&ga_hid=1043772546&ga_fc=1&u_tz=420&u_his=5&u_java=0&u_h=768&u_w=1366&u_ah=738&u_aw=1366&u_cd=24&u_nplug=28&u_nmime=126&dff=arial&dfs=12&adx=797&ady=586&biw=1349&bih=547&oid=3&ref=http://www.blogger.com/blogger.g?blogID=1582727630524521562&fu=0&ifi=3&dtd=912&xpc=wMWTjblX0C&p=http://1582727630524521562_6eec13516b6582511c2c5742de71b4f394f23781.blogspot.com	pview_others	{}	\N	\N
20121230 16:36:35	pview	sharethis.js.4x	1mzfe.com	1mzfe	http://www.1mzfe.com/	a7c0014a56571b3194247b91e99bd23f	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11	2FD3FC0A40F51F50D46BFA53027C0973	75.84.158.109	google.com	\N	pview_others	{}	\N	\N
20121230 18:56:38	pview	share4x	2011.wanteddesignnyc.com	Olivier Dollé  Wanted Design	http://2011.wanteddesignnyc.com/participants/olivier-dolle/	baf64b6dfba2720b3c5477392630a5c3	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)	BB49D40A618EE0501208291E02613A99	78.98.69.142	google.sk	imgres?hl=sk&sa=X&tbo=d&rlz=1T4SUNA_enGB226GB227&biw=1207&bih=568&tbm=isch&tbnid=3sJ48t_L826LlM:&imgrefurl=http://2011.wanteddesignnyc.com/participants/olivier-dolle/&docid=Ne00pAvHLg4lgM&imgurl=http://2011.wanteddesignnyc.com/wp-content/uploads/2011/03/OD-SBK-150734-fb2-400x216.jpg&w=400&h=216&ei=-I3gUIjSN4_GtAa69oGoDQ&zoom=1&iact=hc&vpx=858&vpy=179&dur=437&hovh=165&hovw=306&tx=151&ty=108&sig=112942474231190728191&page=2&tbnh=137&tbnw=238&start=18&ndsp=25&ved=1t:429,r:29,s:0,i:180	pview_others	{"lang": "english", "time": 20120319, "l99": ["business_investment", "business", "arts_and_entertainment_music"], "l0": ["website", "WantedDesign", "first edition", "New York"], "title": "Wanted Design | An International Design Event in New York City"}	0	\N
20121230 18:56:33	pview	share4x	2011.wanteddesignnyc.com	Olivier Dollé  Wanted Design	http://2011.wanteddesignnyc.com/participants/olivier-dolle/	baf64b6dfba2720b3c5477392630a5c3	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)	BB49D40A618EE0501208291E02613A99	78.98.69.142	google.sk	imgres?hl=sk&sa=X&tbo=d&rlz=1T4SUNA_enGB226GB227&biw=1207&bih=568&tbm=isch&tbnid=3sJ48t_L826LlM:&imgrefurl=http://2011.wanteddesignnyc.com/participants/olivier-dolle/&docid=Ne00pAvHLg4lgM&imgurl=http://2011.wanteddesignnyc.com/wp-content/uploads/2011/03/OD-SBK-150734-fb2-400x216.jpg&w=400&h=216&ei=-I3gUIjSN4_GtAa69oGoDQ&zoom=1&iact=hc&vpx=858&vpy=179&dur=437&hovh=165&hovw=306&tx=151&ty=108&sig=112942474231190728191&page=2&tbnh=137&tbnw=238&start=18&ndsp=25&ved=1t:429,r:29,s:0,i:180	pview_others	{"lang": "english", "time": 20120319, "l99": ["business_investment", "business", "arts_and_entertainment_music"], "l0": ["website", "WantedDesign", "first edition", "New York"], "title": "Wanted Design | An International Design Event in New York City"}	0	\N
20121230 11:01:29	pview	share4x	72fest.com	FAQ  72 Film Fest	http://www.72fest.com/72-film-fest-2012-info/faq/	6733730dba8c3a6a906d860199185706	Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1	11837A0ABD3E6B509209A741025F876B	117.20.120.126	google.com	url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CDAQFjAA&url=http://www.72fest.com/72-film-fest-2012-info/faq/&ei=5x7gUK-yA4GpiQKysYDgAg&usg=AFQjCNE6F-q46t4EbLjK6vih44Ueih9BDg	pview_others	{"lang": "english", "snippet": "Criteria for 72 Film Fest 2012?&nbsp; What does that mean exactly? It means that your script will be used by a team to create a short film entry to 72 Film Fest 2012. I will be participating in 72 Film Fest in the fall, does that mean my team will be making a movie from someone else&rsquo;s script (not writing our own)? The simple answer is yes.&nbsp; The long answer is complicated and will spoil a reveal.&nbsp; We urge all writers to do 72 Script Fest even if they are part of a team. If I participate in both 72 Scr...", "l99": {"government_law_legal": 195.8418, "technology": 200.1516, "arts_and_entertainment": 370.2586}, "l0": {"SCREENPLAY": 0.1183, "TICKETS": 0.0104, "Launch Party": 0.038, "TEAM": 0.1792, "SCRIPT": 0.0153, "movie": 0.0168, "Film": 0.0262, "FAQ": 0.0154, "Film Fest": 0.2839, "short film": 0.0149, "Writers": 0.0282, "Fest": 0.0121, "CRITERIA": 0.028, "SCRIPT CONTEST Criteria": 0.0103, "ENTRY": 0.01, "Script Fest": 0.1734, "Box Office": 0.0198}, "time": 20120917}	1	\N
20121230 18:15:27	search	share4x	72fest.com	2011 Results  72 Film Fest	http://www.72fest.com/the-past/72-film-fest-2011/2011-results/	4b014d54628e599e0c5eab7d0a77e394	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11	A1FFA80A99A75C5018087C9802C1A6E0	69.255.137.34	google.com	url?sa=t&rct=j&q=72 film fest 2011&source=web&cd=3&ved=0CD8QFjAC&url=http://www.72fest.com/the-past/72-film-fest-2011/2011-results/&ei=tITgUKizLaSK0QG99YCQBw&usg=AFQjCNFg0lmwXFjKRTKJSZrRsKgtYxzsvA&bvm=bv.1355534169,d.dmQ	google search	{"lang": "english", "snippet": "MAGNIFICENT PIRATE PRODUCTIONS&nbsp; &ldquo;ENHANCED THERAPY&rdquo; PRIZE: TICKETS TO BECKET AND LYNCH AT CULTURAL ARTS CENTER. Crowded Elevator Pictures&nbsp; &ldquo;Ripped Off&rdquo; Inescapable Notion&nbsp; &ndash; &ldquo;Dream Vacation&rdquo; Magnificent Pirate Productions&nbsp; &ldquo;Enhanced Therapy&rdquo; PRIZE: STACK OF AMERICAN CINEMATOGRAPHER MAGAZINES. Missing Link Cinema &ldquo;5 Five V&rdquo; INESCAPABLE NOTION&nbsp; &ndash; &ldquo;DREAM VACATION&rdquo; Cinegraphic Studios &ldquo;72&nbsp;Hours of Smut&rdquo; CINEGRAPHIC STUDIOS &ldquo;72&nbsp;HOURS OF SMUT&rdquo; PRIZE: LIFETIME SUBSCRIPTION TO CREATIVE SCREENWRITING MAGA...", "l99": {"travel": 36.8738, "arts_and_entertainment": 62.1795, "arts_and_entertainment_music": 34.0682}, "l0": {"Inescapable Notion": 0.1297, "BEST SOUND": 0.0379, "BEST EDITING": 0.0389, "PRIZE": 0.1143, "CONNECTIVITY GROUP": 0.061, "Pictures": 0.0076, "Magnificent Pirate Productions": 0.1053, "Dream Vacation": 0.1523, "Nominees Crowded Elevator Pictures": 0.0313, "ELEVATOR PICTURES": 0.0338, "Productions": 0.0359, "Therapy": 0.0233, "Crowded Elevator Pictures": 0.0905, "Nominees": 0.0145, "Nominees Inescapable Notion": 0.0272, "PRODUCTIONS PRIZE": 0.0245, "Nominees Connectivity Group": 0.0719}, "time": 20120416}	1	72 film fest 2011
20121230 18:18:28	search	share4x	72fest.com	2011 Teams  72 Film Fest	http://www.72fest.com/the-past/72-film-fest-2011/2011-teams/	e3b2baf1da34d10c57acaf1666229221	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11	A1FFA80A99A75C5018087C9802C1A6E0	69.255.137.34	google.com	search?q=72+film+fest+2011+teams&oq=72+film+fest+2011+teams&sugexp=chrome,mod=15&sourceid=chrome&ie=UTF-8	google search	{"lang": "english", "snippet": "Prime Ribs: Teams that have won a 72 Award before under the same team name. Comebacks: Returning Teams (that have not yet won a 72 Award), or teams comprised of returning participants. Newbs: Teams completely new to 72 Film Fest. Attention Teams: Please send links to your previous 72 entries. We will add them to your bio below. New to 72? Frequently Asked Questions., Bio: MMJ Films: creates orginal films and crazy videos JKI Productionz: makes anything from music videos to action packed films to...", "l99": {"social_cultural_family_parenting": 123.9441, "arts_and_entertainment": 209.334, "sports": 122.8887}, "l0": {"Website": 0.036, "MMJ Films": 0.0113, "Prime Ribs": 0.0178, "Bio": 0.2346, "Prime Ribs Previous Entry": 0.0126, "Film": 0.042, "Newbs Crazy Time Bio": 0.0158, "Film Fest": 0.0679, "Comebacks": 0.0362, "Newbs": 0.054, "Productions": 0.011, "Productions Bio": 0.1302, "Previous Entries": 0.1079, "Previous Wins": 0.0489, "Films Bio": 0.0295, "Teams": 0.1209, "Group Productions Bio": 0.0147, "Prime Ribs Team": 0.0087}, "time": 20120420}	1	72 film fest 2011 teams
20121230 18:15:19	search	share4x	72fest.com	72 Film Fest: 72 Hours to Make a Movie.	http://www.72fest.com/	485c124b24c1fb77d65c4df9f5620ea6	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11	A1FFA80A99A75C5018087C9802C1A6E0	69.255.137.34	google.com	search?q=72+film+fest+2011&oq=72+film+fest+2011&sugexp=chrome,mod=15&sourceid=chrome&ie=UTF-8	google search	{"lang": "english", "time": 20121113, "l99": ["game_video_game", "sports", "technology", "arts_and_entertainment", "arts_and_entertainment_music"], "l0": ["USA", "Team", "REGISTRATION", "Script Fest", "Film Fest Registration", "Launch Party", "Photos", "Fest", "Script Fest Finalists", "SCRIPT FEST", "TEAM", "Past Entries", "Team Pages", "Turbo Duck", "Talent", "Film Fest iOS", "Launch", "Christmas Present", "FILM FEST", "Film Fest", "hours", "Friday Night", "Teams", "Award Winning Entries", "Productions"], "title": "72 Film Fest: 72 Hours to Make a Movie."}	0	72 film fest 2011
20121230 16:26:18	search	share4x	72fest.com	72 Film Fest: 72 Hours to Make a Movie.	http://www.72fest.com/	485c124b24c1fb77d65c4df9f5620ea6	Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0	D122220AB26C2F500F5F63B602BBC59E	188.173.215.141	google.ro	url?sa=t&rct=j&q=film 72 ore&source=web&cd=2&ved=0CDIQFjAB&url=http://www.72fest.com/&ei=HWvgUOCJEIj_4QT9nICwAQ&usg=AFQjCNHaTJ7e_d9GC9vVMny1XisTpk0KVA	google search	{"lang": "english", "time": 20121113, "l99": ["game_video_game", "sports", "technology", "arts_and_entertainment", "arts_and_entertainment_music"], "l0": ["USA", "Team", "REGISTRATION", "Script Fest", "Film Fest Registration", "Launch Party", "Photos", "Fest", "Script Fest Finalists", "SCRIPT FEST", "TEAM", "Past Entries", "Team Pages", "Turbo Duck", "Talent", "Film Fest iOS", "Launch", "Christmas Present", "FILM FEST", "Film Fest", "hours", "Friday Night", "Teams", "Award Winning Entries", "Productions"], "title": "72 Film Fest: 72 Hours to Make a Movie."}	0	film 72 ore
20121230 17:44:08	search	share4x	72fest.com	72 Film Fest: 72 Hours to Make a Movie.	http://www.72fest.com/	485c124b24c1fb77d65c4df9f5620ea6	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11	A1FFA80A99A75C5018087C9802C1A6E0	69.255.137.34	google.com	url?sa=f&rct=j&url=http://www.72fest.com/&q=72+film+fest+frederick&ei=Y33gUIjKJIjX0QHP7oHYDQ&usg=AFQjCNG7CTiRhXxlxaXEGXbhNwtaKx9F-w	google search	{"lang": "english", "time": 20121113, "l99": ["game_video_game", "sports", "technology", "arts_and_entertainment", "arts_and_entertainment_music"], "l0": ["USA", "Team", "REGISTRATION", "Script Fest", "Film Fest Registration", "Launch Party", "Photos", "Fest", "Script Fest Finalists", "SCRIPT FEST", "TEAM", "Past Entries", "Team Pages", "Turbo Duck", "Talent", "Film Fest iOS", "Launch", "Christmas Present", "FILM FEST", "Film Fest", "hours", "Friday Night", "Teams", "Award Winning Entries", "Productions"], "title": "72 Film Fest: 72 Hours to Make a Movie."}	0	72 film fest frederick
